COSITE,YEAR,JANAADT,FEBAADT,MARAADT,APRAADT,MAYAADT,JUNAADT,JULAADT,AUGAADT,SEPAADT,OCTAADT,NOVAADT,DECAADT,,,,,,,
134010,2016,7392,8079,8115,8179,7850,7267,7004,7652,7569,7812,7620,7733,,,,,,,
134010,2015,6980,8558,8404,7796,7549,6935,6504,6832,7284,6612,5960,7317,,,,,,,
134010,2017,7814,8321,8467,8502,8286,7218,7122,7903,7194,8006,7731,7744,,,,,,,
134012,2011,21923,23589,22493,22431,19924,17590,16255,17763,19451,20324,20631,19451,,,,,,,
134012,2012,21734,23145,22657,21891,19823,17419,16000,17208,18456,19138,19102,18223,,,,,,,
134012,2013,19110,20835,20782,19751,17802,16433,15294,16433,17918,18256,17877,17989,,,,,,,
134012,2014,19323,20772,20094,20110,19223,17038,16186,18001,18377,19623,18600,18223,,,,,,,
134012,2018,19352,21329,20576,20614,18219,15916,15278,17156,17712,18203,18202,17911,,,,,,,
134012,2016,19752,21593,21700,21008,18900,16398,15544,17414,18161,18749,18511,18488,,,,,,,
134012,2015,19770,21907,21949,20820,18946,17403,16236,17350,18146,19125,19221,19694,,,,,,,
134012,2017,19433,20972,20257,20566,18661,15838,15397,17691,16952,19207,19130,18468,,,,,,,
134012,2021,17400,18027,18050,18108,17226,15324,14741,16383,17033,17997,17779,18540,,,,,,,
134013,2011,12372,13309,12409,12515,10860,10154,9418,10433,11411,11684,11358,10120,,,,,,,
134013,2012,12144,12954,12326,12049,10534,9788,9375,10379,11165,11331,10924,10518,,,,,,,
134013,2013,11693,12247,12159,11544,9846,9416,8955,10133,10677,11023,10471,10206,,,,,,,
134013,2014,11052,12124,11890,11343,9242,8867,8583,9601,10255,10812,10398,10233,,,,,,,
134013,2018,11781,12803,12100,12093,11170,9924,9742,11187,11951,12158,11592,10585,,,,,,,
134013,2016,11813,12949,12593,12513,11144,10286,9767,11130,11162,11648,11666,11978,,,,,,,
134013,2015,11284,12448,12229,11871,10530,9658,9386,10089,11025,11352,11132,10979,,,,,,,
134013,2017,11896,12891,12250,12388,10960,10049,9739,11331,10789,12204,11703,11270,,,,,,,
134013,2021,9872,10662,10500,10200,10276,9575,9208,10199,10626,11133,10785,10959,,,,,,,
134014,2011,4218,4423,4339,4546,4474,4094,3718,4027,4436,4557,4426,4169,,,,,,,
134014,2012,4513,4709,4714,4827,4791,4310,4006,4425,4804,4972,4765,4722,,,,,,,
134014,2013,4901,5249,5162,5568,5607,4909,4416,4923,5220,5417,5022,5280,,,,,,,
134014,2014,5508,5839,5769,6044,5979,5694,5022,5614,6008,6145,5883,5983,,,,,,,
134014,2018,8178,8884,8815,9148,8956,8446,8159,8950,9099,9507,8743,7960,,,,,,,
134014,2016,7351,7949,8035,8163,7901,7463,7017,8142,8257,9033,8641,8739,,,,,,,
134014,2015,6057,6543,6824,6603,6524,5862,5630,6111,6648,7066,7130,7140,,,,,,,
134014,2017,8952,9741,9556,9905,9623,8736,8489,9453,8627,9395,8350,8346,,,,,,,
134015,2011,1337,1415,1429,1636,1508,1320,1180,1110,1140,1330,1450,1383,,,,,,,
134015,2012,1333,1365,1398,1413,1367,1167,1058,1064,1159,1335,1436,1437,,,,,,,
134015,2013,1376,1402,1424,1447,1656,1377,1107,1161,1150,1493,1612,1437,,,,,,,
134015,2014,1392,1481,1501,1609,1676,1383,1278,1327,1288,1563,1705,1799,,,,,,,
134015,2018,1799,1852,1928,2152,2109,1838,1683,1686,1856,2622,2561,2025,,,,,,,
134015,2016,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
134015,2015,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
134015,2017,1888,1965,2334,2286,2227,1932,1847,0,0,0,2500,1585,,,,,,,
134015,2021,2055,0,0,0,2705,2392,0,0,2377,0,0,0,,,,,,,
134016,2011,1485,1561,1611,1739,1686,1429,1215,1247,1312,2269,1462,1542,,,,,,,
134016,2012,1559,1540,1596,1690,1657,1320,1232,1217,1300,1420,1458,1501,,,,,,,
134016,2013,1588,1614,1699,1668,1656,1456,1274,1350,1397,2585,1552,1603,,,,,,,
134016,2014,1626,1664,1745,1776,1747,1492,1379,1450,1405,2480,1575,1640,,,,,,,
134016,2018,2004,2079,2292,2280,2017,1911,1715,1813,1904,2958,2100,2081,,,,,,,
134016,2016,1813,1958,2146,2170,2120,1768,1658,1701,1710,2641,1892,2013,,,,,,,
134016,2015,1741,1820,1989,2026,1907,1624,1600,1600,1577,2800,1756,1831,,,,,,,
134016,2017,2024,2091,2405,2348,2322,1821,1692,1803,1655,2811,1991,2210,,,,,,,
134016,2021,2074,2146,0,2239,2122,1819,1728,1725,1771,2028,2061,2046,,,,,,,
134017,2011,5851,6197,6143,6163,5900,5465,5150,5476,5780,5950,5873,5797,,,,,,,
134017,2012,6093,6458,6385,6264,6016,5446,5228,5512,5517,5931,5754,5753,,,,,,,
134017,2013,6009,6314,6220,6130,6054,5600,5234,5728,5853,6054,5835,5940,,,,,,,
134017,2014,6166,6568,6305,6479,6188,5804,5404,5941,6172,6457,6186,6202,,,,,,,
134017,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
134017,2016,6633,7125,7075,7221,6800,6399,6063,6688,6611,6905,6820,6828,,,,,,,
134017,2015,6397,6656,6934,6689,6550,5988,5734,6062,6355,6588,6513,6609,,,,,,,
134017,2017,7005,7452,7386,7451,7168,6642,6402,7206,6790,7597,7500,7505,,,,,,,
134017,2021,8480,8510,8600,8687,8675,8032,7723,8263,8512,8939,8551,8878,,,,,,,
134018,2011,5712,6038,6128,5967,5873,4775,4171,5125,5873,6211,5240,5635,,,,,,,
134018,2012,6319,6591,6489,6682,6377,5082,4596,5447,6316,6714,6305,5999,,,,,,,
134018,2013,6286,7249,7747,7470,7055,5613,4827,5953,6729,7091,6678,6514,,,,,,,
134018,2014,7200,7464,7435,7405,7191,5891,5076,6439,7031,7509,6898,6859,,,,,,,
134018,2016,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
134018,2015,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
134019,2011,35500,37500,39846,38943,36828,35492,33345,34717,35272,37355,36715,36798,,,,,,,
134019,2012,38762,40692,41344,39148,37248,35319,34460,32055,34403,34776,35173,34809,,,,,,,
134019,2013,35825,38260,38396,36870,34741,33460,30722,31140,31184,31218,32176,32667,,,,,,,
134019,2014,33419,35961,35502,33811,31451,28892,27296,29232,31000,32863,33863,33717,,,,,,,
134019,2016,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
134019,2015,35689,37583,37513,35460,33218,31576,29936,31113,32205,34387,33177,35313,,,,,,,
134020,2011,7029,7596,7666,7350,6930,5950,4877,3820,4126,4255,5250,6286,,,,,,,
134020,2012,6249,6480,6757,6579,6305,5528,5347,5272,5434,6200,7181,7489,,,,,,,
134020,2013,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
134020,2014,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
134020,2016,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
134020,2015,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
134111,2011,16735,18349,18370,17631,15712,14698,14048,14169,14405,15260,15742,15898,,,,,,,
134111,2012,16849,18138,18415,17108,15421,14425,14347,14582,14708,15762,16308,16387,,,,,,,
134111,2013,17616,19168,19300,17955,16351,15395,14976,15306,15444,16363,17073,17538,,,,,,,
134111,2014,18185,19864,19856,18897,17021,16261,15892,15810,15724,17193,17466,18236,,,,,,,
134111,2018,19625,21913,21596,20724,18117,17489,17211,16964,16633,18220,19028,19064,,,,,,,
134111,2016,19524,21349,21541,20192,18347,16764,16668,16984,17437,18143,18772,19036,,,,,,,
134111,2015,19260,20709,21128,19426,17757,16794,16027,16260,16200,17960,18243,18821,,,,,,,
134111,2017,19850,21456,21538,20444,18539,17085,16920,17169,15956,18260,18832,19127,,,,,,,
134111,2021,18236,20056,0,20441,0,0,0,17100,17287,18970,19232,19788,,,,,,,
140013,2011,51975,54879,54064,54119,52525,52169,50282,52152,51763,54521,53682,54868,,,,,,,
140013,2012,53345,55910,56691,56088,54647,53438,53188,54054,54065,55323,54330,54661,,,,,,,
140013,2013,52591,54773,54612,53238,53460,52779,51500,53407,52605,53122,51354,51430,,,,,,,
140013,2014,50404,0,54890,55865,0,0,0,0,0,0,0,0,,,,,,,
140079,2011,14230,15603,15371,15000,13900,13400,12920,13047,13120,13378,13744,14051,,,,,,,
140079,2012,13841,15007,15268,14180,13433,12982,12961,12859,12887,13248,13784,13506,,,,,,,
140079,2013,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
140079,2014,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
140079,2020,16042,17117,15591,12361,14336,14558,13824,14142,14457,14916,15126,14974,,,,,,,
140079,2018,15086,16494,16779,15957,14460,14608,14625,15273,14902,15486,15990,15666,,,,,,,
140079,2016,15336,16686,17184,16416,15433,14842,14752,14606,14599,15343,15709,15801,,,,,,,
140079,2019,15971,17018,17396,16759,15726,15037,14660,14992,14929,15705,16128,16034,,,,,,,
140079,2015,15036,16576,17174,16480,14952,14344,13934,13851,14184,15127,15607,15829,,,,,,,
140079,2017,15510,16687,17444,16538,15635,14760,14735,14786,15062,15425,15962,15550,,,,,,,
140079,2021,14844,15394,16327,16056,15769,15218,14670,14672,14852,15715,15871,15961,,,,,,,
140190,2011,70957,75601,79004,77183,70340,71612,71331,70329,71529,74660,78309,78528,,,,,,,
140190,2012,74209,77986,88907,87949,82144,81521,82812,81207,73664,78890,82028,80859,,,,,,,
140190,2013,76462,80744,84607,73743,70634,71271,70685,68945,65695,72633,74838,76937,,,,,,,
140190,2014,70976,73655,77500,80184,75582,77010,77080,74623,70565,77278,79047,81841,,,,,,,
140190,2020,101924,109033,92447,58219,81539,92219,90873,90251,91369,96939,96080,98164,,,,,,,
140190,2018,92236,98531,105240,101432,95501,98121,96978,94899,91584,97674,101866,98732,,,,,,,
140190,2016,84181,89131,97098,91917,88339,88609,89691,85280,81090,90870,92720,92537,,,,,,,
140190,2019,96978,102001,108916,105821,101783,101472,100345,96290,93657,101165,103787,106375,,,,,,,
140190,2015,79153,83258,89371,87025,82816,83409,82810,79826,79850,85187,88578,89285,,,,,,,
140190,2017,89207,94016,99111,97661,92499,91667,91888,89251,88913,94204,97282,96955,,,,,,,
140190,2021,94548,96278,110366,111665,110658,112789,109830,102361,103741,110303,114308,114439,,,,,,,
140199,2011,55639,59681,59058,57382,54031,53090,51552,51529,50711,52565,52393,53725,,,,,,,
140199,2012,53022,55782,56963,55078,51846,51457,51656,50896,50527,51792,51439,51290,,,,,,,
140199,2013,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
140199,2020,56103,59050,52605,41433,52496,55117,53316,53746,54382,55531,54640,54721,,,,,,,
140199,2018,54405,59512,59918,58301,55090,55672,54570,54633,53677,55456,55390,54961,,,,,,,
140199,2016,51776,56055,56802,55632,53833,53550,53659,53322,52713,54740,54578,55457,,,,,,,
140199,2019,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
140199,2015,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
140199,2017,54660,58126,59245,57665,55640,54480,54714,54357,52390,56143,55953,56287,,,,,,,
140199,2021,0,0,0,59667,0,57795,0,55651,0,58079,56592,57399,,,,,,,
140379,2021,47400,45987,47104,47664,48663,47756,46366,47798,48172,49910,48557,51277,,,,,,,
140389,2021,69400,69800,70547,70366,70819,69466,67487,68204,68390,70783,69939,71047,,,,,,,
150066,2011,15064,18297,20442,19418,17446,16974,17803,15403,14460,15085,15063,14871,,,,,,,
150066,2012,16110,18314,21031,19128,17474,16931,18221,15550,14654,15393,14959,14668,,,,,,,
150066,2013,16242,18236,19587,18368,17318,16987,17724,15563,14456,15401,14558,14300,,,,,,,
150066,2014,15955,18596,19976,19320,17741,17693,18088,16054,14455,14450,14246,15020,,,,,,,
150066,2020,17481,19471,16343,9856,15947,17461,16853,15393,15202,15742,15530,15001,,,,,,,
150066,2018,16364,20075,20569,19758,17273,18104,18761,16167,14565,15665,15436,15253,,,,,,,
150066,2016,16556,19071,20865,19302,18357,17863,18839,15976,15598,16753,16289,16004,,,,,,,
150066,2019,16731,19449,20571,19238,17940,17835,17963,15763,15164,16105,16071,15923,,,,,,,
150066,2015,16696,18651,20860,19484,17976,17769,17819,15993,15215,16252,15822,16145,,,,,,,
150066,2017,17183,19474,21003,20109,18317,17511,18554,16205,13805,16231,16219,15965,,,,,,,
150066,2021,15528,17756,19940,19330,19562,18657,17936,15689,15477,16671,16062,16449,,,,,,,
150086,2011,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
150086,2012,28204,29564,31601,30935,30352,30713,30106,27862,28732,28998,28309,27414,,,,,,,
150086,2013,29105,31149,31877,32267,31600,31049,30084,30956,30057,30456,29061,29204,,,,,,,
150086,2014,29621,32696,34393,35323,33866,33951,32865,32903,31997,32836,30884,31276,,,,,,,
150086,2020,32080,34939,26927,15989,22670,24750,24152,25173,25300,26002,25200,25279,,,,,,,
150086,2018,33103,37712,38250,37280,34445,35616,33757,34067,32704,32678,34020,31299,,,,,,,
150086,2016,31964,34696,35969,35319,34713,33495,32872,32533,31191,31965,30903,30559,,,,,,,
150086,2019,32903,36806,37774,35203,34208,34116,32394,32900,32333,32677,31414,31205,,,,,,,
150086,2015,32305,34669,37162,36205,35077,34484,33124,33925,33089,34032,31525,30915,,,,,,,
150086,2017,32399,34524,35776,35544,33955,33085,33394,33855,28843,34323,33131,32457,,,,,,,
150086,2021,26924,28881,31546,32613,36537,37295,35388,34861,35927,38474,37284,38071,,,,,,,
150183,2011,47706,53678,57524,53791,49335,48202,47647,46441,45687,47539,49357,49087,,,,,,,
150183,2012,48949,54358,58524,54251,50261,49436,48718,46224,45997,47998,49652,49360,,,,,,,
150183,2013,50072,55643,59821,55156,52211,50542,49289,49683,47430,50390,51204,52462,,,,,,,
150183,2014,51284,57907,61585,57796,53591,52639,52246,51493,48694,52333,53520,55079,,,,,,,
150183,2020,64452,70338,52329,30310,44362,50646,49585,50210,51223,53858,54365,54271,,,,,,,
150183,2018,60652,67489,70007,66452,60017,61942,60501,59987,56247,59428,62164,60995,,,,,,,
150183,2016,57603,63240,67400,62213,58951,58080,57349,55440,54720,57103,59358,58676,,,,,,,
150183,2019,61930,68672,71609,67709,63335,62043,60525,59046,58048,61536,63634,65194,,,,,,,
150183,2015,55382,60206,66726,61863,57272,56152,54821,54345,53182,56511,57754,58521,,,,,,,
150183,2017,59232,64618,68468,65039,60546,58433,59372,57508,48340,59480,61448,61400,,,,,,,
150183,2021,54509,60258,66096,65025,63831,63411,59662,56842,58179,62109,64232,64733,,,,,,,
150295,2011,38562,41028,40273,40265,39433,38537,37161,37453,37159,38000,37500,36866,,,,,,,
150295,2012,36996,39536,39504,38532,38336,38381,37908,37993,37836,37810,36725,36135,,,,,,,
150295,2013,36538,37828,37704,38705,37969,37842,37199,37305,36853,37509,36954,36978,,,,,,,
150295,2014,36127,38950,38852,38390,37670,37787,36686,37737,37364,38204,37407,38885,,,,,,,
150295,2020,39590,40996,36665,29306,34934,36628,35807,36731,36658,37465,36547,35666,,,,,,,
150295,2018,40301,42944,43259,42185,40408,45802,40694,40548,40366,40760,39755,39445,,,,,,,
150295,2016,37583,39749,39543,40249,39235,39277,38143,39111,38682,39530,39007,39095,,,,,,,
150295,2019,39614,41900,42513,41511,40806,40457,39514,40370,39734,40381,39606,39490,,,,,,,
150295,2015,38377,40025,39833,39114,38343,38476,36923,39388,37994,38871,37679,38285,,,,,,,
150295,2021,34352,37677,40246,39340,40250,39820,38142,38690,38872,39706,37997,37993,,,,,,,
150302,2011,34709,36426,37093,36083,34554,34468,32512,33215,33205,34093,32789,32764,,,,,,,
150302,2012,33702,35346,35946,34973,33656,32993,32551,32798,32815,33819,32757,32196,,,,,,,
150302,2013,32976,35179,35395,34982,33757,33166,31836,32721,32324,33456,32207,32150,,,,,,,
150302,2014,32842,35268,35600,35599,34825,34271,33250,33935,33589,33500,33407,33456,,,,,,,
150302,2020,30615,32928,26857,17520,22002,24522,23794,24645,24735,25691,24424,24384,,,,,,,
150302,2018,31503,34449,34764,34495,32596,33259,32411,33208,32353,33215,32428,31807,,,,,,,
150302,2016,33729,35996,36394,35894,34747,31729,31229,31659,30784,32029,30958,30973,,,,,,,
150302,2019,32193,34194,34803,33994,32623,32338,31067,31012,30658,31933,30802,31455,,,,,,,
150302,2015,34004,36024,36841,35797,34984,34764,33642,34168,33653,35463,34484,34362,,,,,,,
150302,2021,24205,26125,27175,27096,26952,26776,25765,25238,25085,26108,25681,25605,,,,,,,
150378,2021,42898,43801,45611,45554,45651,44329,42708,43099,43482,45336,44752,45079,,,,,,,
150387,2021,72400,72000,73061,72853,73291,71822,68705,69071,68672,71467,69469,70827,,,,,,,
150460,2020,0,0,0,0,0,0,0,0,0,0,0,42000,,,,,,,
150460,2021,42728,47431,50157,49552,50717,49521,46690,43745,43242,44951,42673,42733,,,,,,,
160230,2011,5349,5644,5759,5624,5330,5229,4982,4945,5036,5115,5157,5225,,,,,,,
160230,2012,5096,5398,5763,5469,5227,5000,4978,4913,4936,5239,5274,5299,,,,,,,
160230,2013,5322,5668,5682,5799,5547,5271,5141,5233,5243,5476,5429,5523,,,,,,,
160230,2014,5513,5887,6103,6198,5700,5555,5415,5600,5569,5947,5888,5908,,,,,,,
160230,2020,8184,9132,7977,6036,6978,7321,7129,7221,7292,7825,7825,7891,,,,,,,
160230,2018,7160,7992,8594,7884,7428,7489,7178,7405,7327,7688,7941,7839,,,,,,,
160230,2016,6250,6450,6700,7040,6923,6726,6788,6510,6528,6765,6850,6950,,,,,,,
160230,2019,7723,8542,9338,8695,8205,7796,7764,7772,7542,7831,8410,8452,,,,,,,
160230,2015,6059,6473,6857,6642,6399,6129,6003,5919,6035,6395,6440,6533,,,,,,,
160230,2017,6916,7327,8196,7639,7454,6931,7057,6769,6395,7197,7515,7509,,,,,,,
160230,2021,7770,8742,9434,9641,9857,9985,9483,8991,9017,9779,10197,9888,,,,,,,
160274,2011,22808,24743,24163,24282,23112,22337,21313,22105,22086,23006,22756,23340,,,,,,,
160274,2012,22723,24695,24522,24111,23278,22479,21622,22606,22493,23293,22985,23361,,,,,,,
160274,2013,22654,24531,24287,24224,23828,22762,21592,22959,22842,23782,23161,23752,,,,,,,
160274,2014,22575,24526,24283,24344,23539,22562,21571,22842,22906,25153,22841,23934,,,,,,,
160274,2020,25572,27164,24798,19672,22631,23588,22994,24045,24426,25307,24210,24719,,,,,,,
160274,2018,24190,26029,26086,26361,25152,24606,23842,25652,25341,26183,25705,25829,,,,,,,
160274,2016,23886,25603,25488,25374,24574,23446,22602,23917,23827,26148,24627,24987,,,,,,,
160274,2019,25354,26980,27028,26922,26233,24543,23833,25894,25055,26111,25652,25987,,,,,,,
160274,2015,23487,25137,25527,24861,24443,23270,22189,23443,23861,24765,24021,24954,,,,,,,
160274,2017,24409,25839,25802,25769,25144,23462,22710,24681,24352,25625,24886,25617,,,,,,,
160274,2021,24627,25725,26735,26810,26550,25354,24246,25274,25400,26589,25522,26099,,,,,,,
160275,2011,10580,11381,10960,10684,9863,9543,9083,9400,9735,10047,10112,10060,,,,,,,
160275,2012,10656,11186,10934,10384,9727,9324,9144,9437,9569,9951,9927,9926,,,,,,,
160275,2013,10233,11042,10918,10571,9982,9656,9224,9775,9834,10188,10100,10075,,,,,,,
160275,2014,10266,11338,11229,10890,10286,9882,9467,10000,10083,10574,10378,10559,,,,,,,
160275,2020,14560,15238,13686,10569,12325,12980,12799,13393,13669,14041,13792,13705,,,,,,,
160275,2018,13259,14326,14393,14208,13254,13018,12773,13611,13458,13607,13636,13572,,,,,,,
160275,2016,11537,12503,12503,12118,11542,11365,11011,11595,11598,12230,11935,12081,,,,,,,
160275,2019,13812,14094,14445,14339,13739,13348,13214,13970,13756,14477,14447,14277,,,,,,,
160275,2015,10992,11621,11683,11028,10575,10405,10011,10434,10748,11027,11085,11334,,,,,,,
160275,2017,12535,13294,13447,13170,12538,12065,11728,12351,11742,13167,12941,13303,,,,,,,
160275,2021,14046,14679,15158,15120,14962,14985,14575,14632,14701,15373,14961,14885,,,,,,,
160310,2011,45103,49665,50073,46731,42496,41879,41754,40872,40311,43224,45237,47070,,,,,,,
160310,2012,45832,49819,50347,46509,43085,42095,42978,41829,40470,43679,44964,46409,,,,,,,
160310,2013,45160,49056,50461,46341,43772,42804,42807,43320,41312,44392,45554,47968,,,,,,,
160310,2014,45991,51135,52720,49805,46392,45612,45835,46486,44395,48593,49125,52051,,,,,,,
160310,2020,64306,67018,55106,37270,48529,55090,55588,57745,60182,63296,64089,66293,,,,,,,
160310,2018,58687,62671,63665,61196,57446,57808,57793,59086,57813,60551,62424,62724,,,,,,,
160310,2016,53864,58694,60365,57155,54036,53226,53540,53417,52574,54278,58000,59478,,,,,,,
160310,2019,61148,65078,66742,64509,61738,60925,61024,62417,60434,64187,65626,66861,,,,,,,
160310,2015,51064,55313,57317,53616,50786,50232,50442,50144,49356,52219,53824,56106,,,,,,,
160310,2017,57152,60472,62265,59929,56825,55053,55806,56300,54207,58963,60164,61714,,,,,,,
160310,2021,64974,68170,72238,72613,72497,72600,71305,70408,70498,73781,73260,74075,,,,,,,
160319,2011,8869,9852,9721,9199,8648,8162,7515,7306,7303,7820,8443,9005,,,,,,,
160319,2012,9164,9994,10276,9470,8900,7874,7686,7522,7467,7916,8385,8760,,,,,,,
160319,2013,8763,9600,9621,9054,8578,7947,7478,7495,7338,7894,8335,8980,,,,,,,
160319,2014,8960,9891,10178,9790,9169,8509,8111,8160,7881,8442,8870,9435,,,,,,,
160319,2020,12581,13278,11633,8190,9999,10305,10068,10446,10631,10907,11298,11917,,,,,,,
160319,2018,10785,11549,12524,11696,10936,10634,10087,10165,10149,10893,11327,11541,,,,,,,
160319,2016,10569,11806,12636,11455,10871,10102,9864,9661,9724,10419,10739,11038,,,,,,,
160319,2019,12108,13086,13624,13062,12206,11468,10847,10850,10554,11482,12010,12439,,,,,,,
160319,2015,9366,10779,11151,10744,10122,9280,8777,8799,8753,9404,9883,10661,,,,,,,
160319,2017,11218,12325,13084,12241,11454,10426,10229,9986,9699,10668,10914,10902,,,,,,,
160319,2021,11745,12453,13813,13318,12908,12548,12161,11631,11664,12680,13194,13457,,,,,,,
160363,2011,73566,82492,87899,82294,77617,77300,79068,74463,71798,75132,77495,78881,,,,,,,
160363,2012,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
169927,2011,14303,15363,15409,14932,14184,13893,13188,13582,13661,14074,13833,13753,,,,,,,
169927,2012,14421,15298,15447,14803,14053,13622,13449,13733,13818,14272,13987,13799,,,,,,,
169927,2013,14313,15559,15655,15274,14845,14505,13989,14730,14614,15307,14920,15462,,,,,,,
169927,2014,15269,16545,16501,15822,15161,13300,13995,14585,14609,15535,14870,14871,,,,,,,
169927,2020,18952,19952,17310,12956,15785,16950,16607,17600,18005,18832,18297,18275,,,,,,,
169927,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
169927,2016,16430,17878,18003,17731,16989,16655,16210,16400,17000,17600,17300,17300,,,,,,,
169927,2019,17887,19345,19182,18948,18081,17704,17293,18092,18357,19012,18738,18489,,,,,,,
169927,2015,15450,16804,17164,16340,15821,15504,14850,15442,15996,16589,16227,16188,,,,,,,
169927,2021,18690,19559,20007,19407,19000,18583,17784,18693,19105,20028,19776,19540,,,,,,,
169948,2011,23181,25665,25164,23219,20751,19875,18639,18795,19106,20251,21562,22418,,,,,,,
169948,2012,22513,24666,24652,22072,20341,18730,18480,18588,19080,20174,21016,21718,,,,,,,
169948,2013,22313,24344,24471,22430,20900,19375,18624,19547,19371,20676,21358,22556,,,,,,,
169948,2014,22596,24934,25288,23335,21365,20187,19242,20004,19959,21651,22135,23337,,,,,,,
169948,2020,27447,29228,25459,18345,21853,22814,22193,23158,24188,25216,25207,25185,,,,,,,
169948,2018,26243,28380,29119,27040,24680,23910,23092,24060,24020,25295,25921,25961,,,,,,,
169948,2016,25072,27514,28070,26007,23655,22505,22154,22668,22950,24299,24848,25805,,,,,,,
169948,2019,26901,28716,29809,27588,25627,24382,23720,24394,24063,25861,26697,26841,,,,,,,
169948,2015,24093,26238,26768,24579,22735,21360,20503,21214,21957,23908,24320,24821,,,,,,,
169948,2017,26521,27933,28413,26405,24655,22729,22543,23264,24724,25804,26245,26058,,,,,,,
169948,2021,25247,26188,28080,27006,25526,24217,23531,22503,23111,24300,24504,23873,,,,,,,
169951,2012,74251,80610,88764,79711,77935,76160,79416,74338,70773,74517,76158,77369,,,,,,,
169951,2013,76149,81891,90023,81867,81561,80159,80892,79587,73762,78732,79787,82227,,,,,,,
169951,2014,77368,84637,93214,86597,83997,83523,84803,82167,76452,83044,83005,87303,,,,,,,
169951,2020,97708,101812,80177,46710,69725,83065,84630,88301,90158,92020,92401,95175,,,,,,,
169951,2018,96796,103402,109180,102708,98408,103088,102677,102009,94765,97008,99303,98000,,,,,,,
169951,2016,90130,97278,105757,98178,97522,95039,97277,94380,92642,96845,98000,99000,,,,,,,
169951,2019,95735,101603,108538,101806,100267,99008,99773,95632,95150,95732,97737,96000,,,,,,,
169951,2015,84578,91356,99487,93047,92015,92913,92488,88978,87346,91721,93589,95040,,,,,,,
169951,2017,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
169951,2021,91607,98890,106274,103500,103415,0,0,0,0,0,0,0,,,,,,,
170181,2011,32944,35764,35832,33545,29769,28468,27894,27161,26963,29510,31788,32983,,,,,,,
170181,2012,33658,36055,36576,33476,30122,28375,28697,28119,28511,30878,32860,33802,,,,,,,
170181,2013,34662,37050,36973,34242,31212,29703,28804,28954,28536,31227,33091,34323,,,,,,,
170181,2014,35098,37142,37080,34748,31217,29762,29293,29431,28402,31342,33071,33281,,,,,,,
170181,2020,35387,36676,27585,17897,24689,27258,25578,25474,25912,27922,28031,29227,,,,,,,
170181,2018,35942,38284,38004,35867,31832,31168,30653,30321,28971,30941,31897,32329,,,,,,,
170181,2016,35701,37933,37786,35489,32004,30535,30202,29375,29465,32243,34049,35053,,,,,,,
170181,2017,36163,37840,38117,36140,32889,30987,30762,30340,27243,33047,34422,35305,,,,,,,
170181,2019,33443,35225,36724,35227,31897,30662,29459,29459,29208,31620,33782,34287,,,,,,,
170181,2015,34584,36836,36400,34139,31290,30014,29529,29568,29161,31868,33754,33753,,,,,,,
170181,2021,29915,33113,34349,34166,32586,32061,30470,29242,29441,32391,33938,34709,,,,,,,
170225,2011,90757,100017,104587,97192,86811,85196,83770,81472,79961,85732,90301,90799,,,,,,,
170225,2012,91497,99927,105492,96133,87598,83914,85026,80905,79859,86243,90693,91277,,,,,,,
170225,2013,93567,102055,108948,98425,92466,89280,87144,87056,83237,91741,95004,97508,,,,,,,
170225,2014,96097,106371,112070,104285,95161,93404,92070,91080,86872,96119,100094,102972,,,,,,,
170225,2020,120828,127558,101406,63762,89026,102428,98467,99604,101904,108134,106492,112288,,,,,,,
170225,2018,114193,122907,127194,119403,108706,110583,108314,105933,102797,110589,115602,114774,,,,,,,
170225,2016,106949,114512,119527,110349,104568,101332,101651,97394,96249,104255,107796,107997,,,,,,,
170225,2017,109229,116332,120702,115998,103796,104529,104601,102119,96800,109392,113927,115186,,,,,,,
170225,2019,117084,125170,128788,122426,114218,112069,109630,107446,105604,114328,117993,120030,,,,,,,
170225,2015,104529,112581,118507,111153,101967,99652,97148,96119,94586,101405,105959,107068,,,,,,,
170225,2021,110531,120532,127589,126228,122396,122095,116263,109929,111590,118549,116000,116000,,,,,,,
170361,2011,51497,57637,60792,55604,49296,48569,48278,46270,44770,48008,51959,51976,,,,,,,
