COSITE,YEAR,JANAADT,FEBAADT,MARAADT,APRAADT,MAYAADT,JUNAADT,JULAADT,AUGAADT,SEPAADT,OCTAADT,NOVAADT,DECAADT,,,,,,,
530117,2016,15185,16653,16403,16584,16589,16577,16238,16316,15740,16149,15480,15348,,,,,,,
530117,2017,15032,16240,16228,16301,16057,15912,15787,15808,15837,15731,15263,15030,,,,,,,
530117,2015,15037,16610,16699,0,0,0,0,0,0,15360,15168,15358,,,,,,,
530117,2019,16871,17634,17383,17082,16857,16522,16051,16164,15948,15738,15236,15031,,,,,,,
530117,2021,14349,14722,15597,15666,15573,15527,15138,14808,14582,14804,14306,14345,,,,,,,
530218,2011,18996,19390,23407,20847,20756,22605,23322,19626,18253,18966,21609,21258,,,,,,,
530218,2012,18018,19427,22243,20115,20773,22617,23193,20031,18007,19087,21552,21194,,,,,,,
530218,2013,18744,19572,22848,20003,20689,22743,23670,20958,18448,19312,20958,22530,,,,,,,
530218,2014,18997,19784,23488,20848,22038,23926,24840,21417,18858,20262,22366,23135,,,,,,,
530218,2020,22602,23706,21458,12663,19352,22621,22552,21550,22181,22498,24079,24015,,,,,,,
530218,2018,21323,23099,26420,23764,24609,26698,27525,24784,21833,23599,28992,27200,,,,,,,
530218,2016,20993,22610,25954,23194,24675,26502,27342,22329,21661,22784,25007,24941,,,,,,,
530218,2017,21723,22876,26574,24118,25178,26101,27151,22377,27886,23187,26116,27618,,,,,,,
530218,2015,19896,21460,24275,22469,23604,25353,26551,22306,20944,21607,24124,24451,,,,,,,
530218,2019,24473,24549,28854,25586,26703,28018,27998,24313,22396,23433,24820,26235,,,,,,,
530218,2021,21414,22050,26421,25957,26787,29130,30286,24522,24719,24993,28447,27679,,,,,,,
530247,2011,3067,3338,3330,3421,3375,3321,3358,3385,3224,3248,3259,3231,,,,,,,
530247,2012,3032,3194,3229,3302,3283,3219,3243,3271,3179,3207,3241,3148,,,,,,,
530247,2013,2970,3105,3279,3276,3362,3267,3200,3247,3145,3162,3169,3172,,,,,,,
530247,2014,2905,3178,3192,3184,3221,3234,3045,2993,3063,3128,3017,3096,,,,,,,
530247,2020,2987,3095,2727,2126,2909,3242,3073,3070,3047,3052,3051,3050,,,,,,,
530247,2018,2703,3041,3168,3152,3194,3223,3219,3133,3052,3325,3425,3371,,,,,,,
530247,2016,3300,3300,3267,3307,3354,3331,3408,3221,3195,3211,3198,3103,,,,,,,
530247,2017,2942,3205,3287,3283,3270,3295,3318,3187,3042,3108,3135,2972,,,,,,,
530247,2015,2983,3210,3236,3222,3368,3314,3315,3217,3214,3185,3134,3202,,,,,,,
530247,2019,3270,3386,3542,3487,3542,3542,3455,3427,3349,3221,3241,3158,,,,,,,
530247,2021,2971,3007,3315,3286,3268,3250,3175,2958,3108,3138,3058,3004,,,,,,,
530248,2011,1603,1829,2017,2120,2056,2261,2252,1882,1865,1876,1773,1744,,,,,,,
530248,2012,1649,1699,1970,2112,2207,2228,2299,1859,1858,1900,1826,1662,,,,,,,
530248,2013,1625,1633,1869,2038,2077,2225,2210,1887,1870,1880,1736,1727,,,,,,,
530248,2014,1587,1706,1859,2001,2112,2369,2320,1949,1824,1927,1791,1721,,,,,,,
530248,2020,1918,2026,1914,1484,2373,2909,2684,2255,2210,2096,2180,2022,,,,,,,
530248,2018,1788,1940,2178,2257,2294,2581,2571,2200,2231,2352,2367,2037,,,,,,,
530248,2016,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
530248,2017,1793,2042,2254,2412,2454,2564,2768,2114,2128,2115,2069,1908,,,,,,,
530248,2015,1654,1737,1939,2032,2263,2380,2352,1976,2122,2029,1874,1829,,,,,,,
530248,2019,2039,2155,2428,2430,2584,2653,2607,2257,2249,2188,2084,2015,,,,,,,
530248,2021,1896,1988,2455,2671,2855,2924,2840,2224,2346,2278,2224,2104,,,,,,,
539943,2011,4783,5174,5075,5119,5026,4883,4738,4877,4833,4861,4694,4740,,,,,,,
539943,2012,4695,5015,4956,5153,5117,4924,4705,4799,4821,4899,4663,4737,,,,,,,
539943,2013,4565,4912,5079,5097,5030,4958,4782,4981,4985,4929,4702,4706,,,,,,,
539943,2014,4507,5080,4985,5152,5305,5054,4849,4996,4986,5021,4819,4806,,,,,,,
539943,2020,4893,5149,4859,4123,4735,5000,4806,4874,4887,5136,4888,4854,,,,,,,
539943,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
539943,2016,4980,5327,5355,5513,5451,5260,5116,5236,5174,5251,5120,5056,,,,,,,
539943,2017,4943,5344,5326,5457,5362,5143,5052,5269,5276,5293,5090,4983,,,,,,,
539943,2015,4800,5256,5157,5234,5343,5083,4908,5164,5095,5186,5069,5070,,,,,,,
539943,2019,5100,5100,5816,5712,5570,5234,5021,5241,5230,5148,4970,4824,,,,,,,
539943,2021,4786,5038,5174,5333,5243,5109,4731,4800,4800,5003,4790,4791,,,,,,,
539957,2020,3398,3534,3226,2685,3406,3597,3421,3409,3437,3570,3486,3428,,,,,,,
539957,2018,3008,3284,3399,3428,3357,3444,3385,3411,3330,3672,3814,3694,,,,,,,
539957,2017,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
539957,2019,3584,3699,3754,3784,3802,3789,3621,3597,3598,3611,3600,3497,,,,,,,
539957,2021,3340,3497,3766,3805,3774,3649,3482,3315,3469,3571,3426,3389,,,,,,,
540245,2011,1195,1286,1369,1375,1314,1314,1256,1258,1251,1330,1390,1335,,,,,,,
540245,2012,1251,1255,1308,1325,1312,1291,1299,1233,1172,1260,1330,1270,,,,,,,
540245,2013,1162,1171,1255,1293,1343,1352,1223,1226,1195,1275,1296,1274,,,,,,,
540245,2014,1124,1200,1287,1287,1312,1318,1281,1248,1216,1333,1327,1261,,,,,,,
540245,2020,1383,1429,1387,1134,1390,1389,1385,1401,1372,1447,1439,1418,,,,,,,
540245,2018,1307,1456,1516,1522,1482,1580,1474,1454,1390,1431,1456,1337,,,,,,,
540245,2016,1302,1367,1431,1546,1515,1423,1379,1384,1367,1476,1444,1363,,,,,,,
540245,2017,1267,1306,1436,1458,1471,1420,1376,1364,1481,1434,1460,1378,,,,,,,
540245,2015,1142,1235,1339,1343,1420,1437,1418,1343,1342,1393,1412,1341,,,,,,,
540245,2019,1332,1381,1461,1475,1488,1467,1419,1416,1442,1532,1519,1459,,,,,,,
540245,2021,1317,1362,1510,1516,1571,1598,1498,1452,1573,1557,1579,1507,,,,,,,
540312,2011,4985,5154,5521,5423,4999,5056,5068,4847,4779,5037,5611,5269,,,,,,,
540312,2012,4944,5005,5368,5229,4949,4983,4942,4729,4713,4963,5932,5200,,,,,,,
540312,2013,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
540312,2014,4716,4964,5462,5148,5141,5110,5115,4881,4695,5118,5650,5325,,,,,,,
540312,2020,5376,5540,4894,3126,4252,4755,4565,4531,4618,4922,5147,5101,,,,,,,
540312,2018,5268,5407,6046,5819,5605,5710,5536,5455,5312,5857,6331,5800,,,,,,,
540312,2016,5283,5422,6039,5697,5616,5548,5624,5205,5025,5713,6216,5684,,,,,,,
540312,2017,5252,5346,6098,5870,5678,5617,5556,5267,8667,5541,6245,5744,,,,,,,
540312,2015,4858,5128,5757,5550,5434,5327,5481,5143,5070,5392,6029,5657,,,,,,,
540312,2019,5534,5594,6230,5831,5752,5725,5680,5428,5309,5476,5905,5987,,,,,,,
540312,2021,4779,4989,6260,5857,5606,5875,5833,5289,5395,5762,6566,6099,,,,,,,
540375,2020,27749,28231,25293,13669,21315,25044,25846,25764,25566,26188,28810,28248,,,,,,,
540375,2018,26074,27049,31233,27695,29758,30824,31495,28700,26031,30058,34095,30132,,,,,,,
540375,2017,28000,28937,29800,28954,30631,31124,31925,28189,30956,28849,32645,30128,,,,,,,
540375,2019,27476,27664,33256,29037,31210,31951,32731,29415,26826,28885,31541,31990,,,,,,,
540375,2021,25296,26090,31373,31421,31292,34152,32779,27078,30141,31169,36060,32866,,,,,,,
549901,2011,21691,20755,26011,24341,23690,26263,26688,23766,22018,23108,27055,24813,,,,,,,
549901,2012,21500,22613,25864,23838,23793,25873,26377,24037,21510,22957,26557,24495,,,,,,,
549901,2013,22112,22834,27082,22997,25797,27044,27343,25288,21532,23565,26261,26568,,,,,,,
550151,2011,29940,32477,30410,31642,27529,28974,27617,30184,30779,31902,28895,27660,,,,,,,
550151,2012,29693,34348,32372,34382,29821,31264,30196,33079,33063,33361,31307,28237,,,,,,,
550151,2013,30407,33494,32222,33067,29662,31637,29695,32921,33447,34365,30862,28887,,,,,,,
550151,2014,30600,34379,32683,32995,29835,30155,28299,30446,29856,30761,30253,27764,,,,,,,
550151,2020,30288,32283,20381,13671,18336,20671,21822,25009,24283,26304,24392,23446,,,,,,,
550151,2018,30753,33663,31824,32835,29307,29417,28166,31166,32305,34963,31558,28860,,,,,,,
550151,2016,31823,35062,32110,33765,30034,30534,29886,32735,32493,35350,32100,30200,,,,,,,
550151,2017,31139,35119,37472,33530,29561,29852,28929,31838,30337,33940,30791,29577,,,,,,,
550151,2015,29720,33161,32026,32607,29185,29878,28865,31709,31150,32732,30443,28430,,,,,,,
550151,2019,30904,33501,33179,33455,29629,29485,28306,31290,32426,32913,29979,27940,,,,,,,
550151,2021,21728,25619,28462,27652,24685,28249,29226,31975,31767,34624,30805,28604,,,,,,,
550207,2011,12462,13010,12529,13513,12780,12472,11843,12272,12464,12772,11941,11962,,,,,,,
550207,2012,12266,12762,14451,13087,12595,12293,11605,12061,12427,12529,12046,11850,,,,,,,
550207,2013,11600,12000,12261,12925,11955,11754,10846,11528,11810,12026,11159,11908,,,,,,,
550207,2014,11420,11959,11568,12220,11900,11332,10504,11127,11586,11794,10976,10786,,,,,,,
550207,2020,10839,11413,8892,5974,5079,0,4066,7150,7646,8328,8017,7923,,,,,,,
550207,2018,11164,11958,11557,12242,11640,11226,10540,11105,11406,11907,10878,10456,,,,,,,
550207,2016,11543,12307,11829,12413,11884,11383,10966,11505,11446,12154,11271,11000,,,,,,,
550207,2017,11405,12119,11805,12484,11848,11273,10707,11443,10770,11741,10875,10891,,,,,,,
550207,2015,11148,11918,11595,12175,11839,11684,11153,11698,11785,12111,11177,11206,,,,,,,
550207,2019,10921,11590,11209,11940,11319,10917,10226,10978,11281,11252,10566,10583,,,,,,,
550207,2021,7680,8746,9095,9606,9541,9351,8694,9390,9795,10148,9381,9315,,,,,,,
550211,2011,5892,6357,6409,6489,6185,5942,5799,5996,6268,6191,5916,5669,,,,,,,
550211,2012,5729,5989,6316,6292,6042,5771,5757,5839,6045,6086,5812,5494,,,,,,,
550211,2013,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
550211,2014,5415,5950,6079,6153,6171,5800,5551,5822,5917,5930,5708,5507,,,,,,,
550211,2020,5720,6076,5625,4533,5272,5308,5247,5480,5470,5731,5503,5367,,,,,,,
550211,2018,5637,6123,6234,6297,6046,5769,5630,6010,6071,6350,6480,5927,,,,,,,
550211,2016,5699,6081,6173,6381,6224,5812,5717,6031,6090,6359,6016,5585,,,,,,,
550211,2017,5719,6160,6324,6424,6210,5753,5762,6032,6039,6211,5871,5535,,,,,,,
550211,2015,5519,5924,6323,6163,6233,5770,5597,5905,5941,6200,5864,5688,,,,,,,
550211,2019,5992,6390,6510,6540,6384,5966,5720,6079,6182,6103,5837,5704,,,,,,,
550211,2021,5305,5576,6065,5993,6120,5861,5563,5698,5824,5995,5712,5509,,,,,,,
550300,2011,8403,9079,9178,9408,9291,9134,8957,8926,8822,9077,8649,8774,,,,,,,
550300,2012,8732,8953,9222,9362,9214,8912,8999,8851,8780,8859,8540,8339,,,,,,,
550300,2013,8413,8728,8967,9051,9178,8976,8555,8792,8460,8621,8440,8385,,,,,,,
550300,2014,8023,8636,8805,8935,8964,8953,8760,8647,8537,8857,8254,8227,,,,,,,
550300,2020,8962,9296,9018,7949,9171,9168,8896,8869,8745,9122,8869,8700,,,,,,,
550300,2018,8335,9088,9420,9405,9231,9406,9126,9291,9287,9509,9112,8907,,,,,,,
550300,2016,8416,8924,9562,9159,9091,9028,8890,8792,8926,9034,8663,8438,,,,,,,
550300,2017,8412,8941,9173,9313,8960,8318,8977,8532,9068,8145,8433,8196,,,,,,,
550300,2015,8164,8986,8823,8831,9039,8903,8818,8716,8699,8892,8622,8603,,,,,,,
550300,2019,8939,9493,9673,9857,9872,9716,9433,9436,9451,9481,9239,8949,,,,,,,
550300,2021,8517,9036,9611,9577,9843,9510,9354,9183,9285,9390,9134,9053,,,,,,,
550304,2011,54929,57334,60186,58743,57292,58657,59047,56655,55303,57112,58531,57503,,,,,,,
550304,2012,54604,57456,59345,58975,58157,60023,59622,57372,54969,57285,57966,56908,,,,,,,
550304,2013,55597,57766,61828,59255,60715,62625,61046,59826,57352,59859,59752,60840,,,,,,,
550304,2014,56401,59815,63937,61267,62871,64223,63610,61261,58562,60989,61345,62006,,,,,,,
550304,2020,67052,69597,62113,40641,53094,59157,60542,60619,60790,62389,63334,62109,,,,,,,
550304,2018,64177,68354,71977,69437,69526,71280,70076,68300,66023,72689,73445,69837,,,,,,,
550304,2016,62425,65990,68712,66979,67082,68260,68263,64753,64634,67244,68296,66655,,,,,,,
550304,2017,63623,67192,71468,69979,69802,69679,69679,66658,68892,68352,70043,67752,,,,,,,
550304,2015,59441,63359,67062,64622,65614,66784,67015,63757,61790,64604,65007,65161,,,,,,,
550304,2019,66845,69988,74746,71725,73031,72786,71167,69167,67912,69473,69217,70894,,,,,,,
550304,2021,0,0,0,0,67270,0,70966,66553,67900,70551,72454,68954,,,,,,,
550349,2011,10124,11066,11019,11121,10720,10899,11043,10511,10745,10867,10962,11086,,,,,,,
550349,2012,10073,10895,11336,10906,10708,10965,10750,10600,10800,10900,11164,10794,,,,,,,
550349,2013,9806,10463,11004,10830,10937,10930,10961,10723,10633,11014,10985,11256,,,,,,,
550349,2014,9955,10981,11070,11010,11176,11225,11311,10996,10880,10988,11243,11489,,,,,,,
550349,2020,11836,12421,10376,6977,10269,11427,11252,11333,11425,11817,11954,12085,,,,,,,
550349,2018,11207,12183,12704,12495,12298,12480,12472,12141,12130,12975,12918,12607,,,,,,,
550349,2016,11014,12118,12152,12255,12336,12179,12335,11744,11789,12487,12557,12388,,,,,,,
550349,2017,11259,12239,12592,12517,12416,12265,12425,12093,11538,12374,12617,12506,,,,,,,
550349,2015,10437,11405,11650,11743,11817,11832,12092,11608,11581,11656,11963,12164,,,,,,,
550349,2019,11924,12439,12805,12640,12770,12667,12547,12376,12423,12492,12739,12808,,,,,,,
550349,2021,11152,11868,12983,12968,13096,13138,13061,12318,12447,12803,12971,12955,,,,,,,
550376,2020,18621,19455,17591,13168,16166,17245,16649,17030,17130,17975,17290,17033,,,,,,,
550376,2018,16953,18695,18771,18974,18587,18612,17505,17996,17610,18169,15989,15667,,,,,,,
550376,2016,16902,17940,18047,18667,18770,18160,17818,18416,18646,19117,17907,17717,,,,,,,
550376,2017,17671,18818,19120,19363,19094,17742,18286,18769,17721,19043,17936,17541,,,,,,,
550376,2015,0,0,17285,17747,18240,17747,17383,17686,17569,17890,17211,16826,,,,,,,
550376,2019,15795,16807,17081,17486,18313,17897,15835,16326,19956,19837,18825,18749,,,,,,,
550376,2021,82287,24613,18393,18955,19775,19437,19006,19172,19562,20017,18901,18890,,,,,,,
560301,2011,1904,2042,2346,2239,2215,2264,2330,2115,2082,2098,2142,2018,,,,,,,
560301,2012,1931,2050,2328,2288,2334,2345,2424,2218,2169,2177,2183,2090,,,,,,,
560301,2013,2065,2174,2645,2412,2522,2574,2555,2409,2325,2335,2309,2273,,,,,,,
560301,2014,2117,2307,2830,2647,2721,2800,2911,2610,2415,2480,2420,2349,,,,,,,
560301,2020,3353,3599,3226,2102,3285,3729,3656,3536,3427,3452,3425,3283,,,,,,,
560301,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
560301,2016,2507,2714,3110,3047,3229,3216,3223,2797,2747,2808,2861,2705,,,,,,,
560301,2017,2598,2898,3048,2978,3138,3115,3535,3033,2901,2963,3015,2803,,,,,,,
560301,2015,2300,2620,3274,2886,2988,3132,3253,2802,2766,2700,2704,2614,,,,,,,
560301,2019,3729,3723,3897,3874,4006,3959,4054,3725,3654,3641,3586,3451,,,,,,,
560301,2021,3152,3425,4008,4038,4168,4084,4168,3573,3674,3627,3684,3501,,,,,,,
560455,2020,0,0,0,0,0,0,2246,2070,2112,2093,1991,1918,,,,,,,
560455,2021,0,1884,0,2220,0,0,0,0,0,0,0,0,,,,,,,
570122,2011,12184,12996,12843,13391,12957,12603,12513,12710,12634,12943,12229,11999,,,,,,,
570122,2012,11899,12515,13052,13434,13038,12702,12437,12611,12817,13111,12447,12114,,,,,,,
570122,2013,11969,12652,13196,13627,13514,13264,12613,13065,13183,13307,12384,12346,,,,,,,
570122,2014,12179,13072,13181,13925,13808,13611,12975,13391,13241,13702,12518,12467,,,,,,,
570122,2020,14172,15053,13677,11321,13513,14344,14003,14071,14444,15294,14408,14199,,,,,,,
570122,2018,12887,13885,14403,14841,14445,14091,13948,14479,14336,15029,13889,13491,,,,,,,
570122,2016,13027,13799,13770,14522,14315,13724,13322,13793,13735,14273,13203,12933,,,,,,,
570122,2017,12998,14033,14360,14960,14578,13691,13826,14281,14317,14171,13598,13165,,,,,,,
570122,2015,12611,13279,13661,13898,14194,13850,13486,13637,13761,13847,12912,12839,,,,,,,
570122,2019,13739,14737,15060,15541,15561,15016,14476,15332,15517,15412,14599,14248,,,,,,,
570122,2021,14289,14848,15932,16074,16687,16289,15788,15687,15658,16000,15000,15255,,,,,,,
570167,2011,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
570167,2012,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
570167,2013,32964,35153,37558,37211,38300,40000,39294,38120,36241,35397,33276,32769,,,,,,,
570167,2014,32276,35057,36512,36587,37013,39206,38978,37799,35203,35381,32734,32476,,,,,,,
570167,2020,36333,38834,33877,24596,34358,40073,38426,38371,36205,37507,35184,34042,,,,,,,
570167,2018,35000,38216,40072,39524,39822,42322,42370,40725,38791,39657,36195,35941,,,,,,,
570167,2016,34162,36843,38291,38848,39449,41203,41353,39164,37393,38152,35383,35153,,,,,,,
570167,2017,35207,37997,39737,40078,40195,41329,42450,40558,37971,38315,36620,35615,,,,,,,
570167,2015,32771,35084,36714,36847,38005,39704,39585,38235,36338,36285,34179,34078,,,,,,,
570167,2019,37502,38782,40530,40808,41251,42794,42412,41293,39817,38968,37001,36312,,,,,,,
570167,2021,34614,37418,39331,39642,40728,42385,42553,39695,39139,39699,37241,36629,,,,,,,
570219,2011,13114,13700,14900,15200,14922,16192,16674,15477,14658,15051,13477,12969,,,,,,,
570219,2012,13304,13712,14610,15073,15271,15998,16198,14859,14633,14965,13522,12666,,,,,,,
570219,2013,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
570219,2014,11000,12000,15608,15830,16726,17923,18822,17490,16039,16789,14714,14457,,,,,,,
570219,2020,15929,16760,15066,9774,15109,18902,17544,17796,17570,18056,16047,14927,,,,,,,
570219,2018,14959,16302,18456,18102,18615,20063,20377,19267,17980,18619,16312,15264,,,,,,,
570219,2016,15175,16225,17767,17925,18581,19669,19846,19333,17700,17400,15643,15035,,,,,,,
570219,2017,14217,15373,17942,18279,19052,19480,20283,18510,17355,17683,16108,15121,,,,,,,
570219,2015,14584,15639,16885,17355,17882,19627,19769,18085,17276,17080,15260,14801,,,,,,,
570219,2019,14943,16560,18557,19146,19539,20637,20474,19151,18529,18632,16408,15803,,,,,,,
570219,2021,15178,15971,19157,18209,20173,20815,20680,18564,18196,18517,16342,15727,,,,,,,
570250,2011,27994,28648,28375,29735,28137,27757,26889,27341,27699,28472,25961,26582,,,,,,,
570250,2012,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
570250,2013,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
570250,2014,26104,28466,28178,28701,28622,28353,27198,28529,28545,28983,26811,26761,,,,,,,
570250,2020,30511,32177,28092,20424,25268,28478,27303,28397,27829,30111,28428,27490,,,,,,,
570250,2018,29455,31098,31501,32058,31126,31675,30853,31944,31419,32581,30092,29168,,,,,,,
570250,2016,27843,29462,29248,30402,29717,29728,28661,29953,29401,30186,28290,27872,,,,,,,
570250,2017,28414,30016,30235,31377,30332,29859,29730,31238,30402,31551,29623,28853,,,,,,,
570250,2015,26983,28533,28202,29350,28843,28709,27830,28881,28488,29017,27176,27194,,,,,,,
570250,2019,30314,31892,32354,33257,32737,32735,31516,32816,32736,32488,30949,29991,,,,,,,
570250,2021,28399,29228,31412,31347,31710,32042,31612,31315,31204,32268,30197,29374,,,,,,,
570293,2011,40930,47830,53602,53510,54084,56433,56968,49177,46622,48145,42788,42829,,,,,,,
570293,2012,43759,48682,55546,54604,54571,57739,58003,50184,47302,47957,42989,41741,,,,,,,
570293,2013,42706,47845,55261,53818,56203,58387,58236,51685,47283,48347,43566,42762,,,,,,,
570293,2014,42136,48664,55200,54213,57788,60683,60476,54109,48753,51301,44242,44552,,,,,,,
570318,2011,19900,20569,24271,22308,22793,25635,27251,22305,20022,20633,22383,21992,,,,,,,
570318,2013,19525,20782,24130,21680,23542,26843,27614,23636,20561,20928,22078,23137,,,,,,,
570318,2012,19409,20605,23318,21795,22931,25831,26992,22480,20035,20613,22257,21649,,,,,,,
570318,2014,20403,21548,25308,23295,24984,28141,29584,25120,21699,22372,23892,24368,,,,,,,
570318,2020,26832,28527,25947,15558,23651,30213,30431,28624,28955,29628,29822,29260,,,,,,,
570318,2018,24192,26068,29890,27754,29381,33357,35246,29461,26333,27219,30992,29222,,,,,,,
570318,2016,22969,24854,29000,25905,28368,31443,33915,26982,24861,25730,27552,26766,,,,,,,
570318,2017,23792,25291,29171,27621,29304,31395,33750,27584,29846,26079,28333,27239,,,,,,,
570318,2015,21854,23636,26939,25045,26790,30068,32074,26521,23920,23886,25711,25762,,,,,,,
570318,2019,26749,27485,32426,30143,32190,35264,36136,30960,28115,28653,29202,30065,,,,,,,
570318,2021,26760,28107,33480,33043,35540,38948,40605,32918,31492,31189,33310,30788,,,,,,,
570356,2011,3375,3569,3893,3974,3963,4116,4263,3714,3596,3813,3618,3594,,,,,,,
570356,2013,3350,3450,3850,3900,4047,4035,3916,3754,3691,3763,3458,3495,,,,,,,
570356,2012,3379,3501,3891,3955,4031,4022,4081,3754,3613,4024,3800,3800,,,,,,,
570356,2014,3238,3498,3730,3795,3991,4192,4126,3830,3740,3874,3477,3500,,,,,,,
570356,2020,3610,3765,3498,2843,3611,3801,3795,3688,3912,3859,3715,3650,,,,,,,
570356,2018,3375,3655,3830,3812,3866,3841,3800,3774,3754,3919,3639,3629,,,,,,,
570356,2016,3452,3630,3776,3854,4038,3992,4016,3732,3774,3918,3650,3568,,,,,,,
570356,2017,3382,3660,3807,3845,3887,3781,3884,3766,3725,3798,3654,3568,,,,,,,
570356,2015,3420,3576,3797,3894,4036,4105,4089,3821,3869,3928,3597,3588,,,,,,,
570356,2019,3546,3702,3826,3898,4007,3894,3784,3788,3846,3808,3688,3701,,,,,,,
570356,2021,3653,3708,4087,4004,4144,4053,4023,3788,3893,4002,3882,3849,,,,,,,
570385,2020,36030,39628,34594,21788,38214,45793,45154,43810,43003,41057,37236,36515,,,,,,,
570385,2018,35306,40305,44317,43369,45377,48553,48249,44429,41880,43092,38212,36462,,,,,,,
570385,2016,35574,39992,43710,43744,46487,49277,49609,44260,41979,42480,37164,36424,,,,,,,
570385,2017,35787,40140,44317,44490,46373,47936,49673,44597,40722,41693,37706,36235,,,,,,,
570385,2015,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
570385,2019,39126,40775,45198,44395,46736,48450,47498,44165,41986,41364,37111,36210,,,,,,,
570385,2021,35163,38505,44141,44467,46776,48040,46932,43531,42804,42540,37740,36973,,,,,,,
570386,2020,0,0,23702,21940,40314,48995,48533,46183,43160,44321,37995,36604,,,,,,,
570386,2021,35696,39871,46766,47479,50080,50246,49838,46748,46143,45816,38383,37982,,,,,,,
580251,2011,2094,2226,2203,2253,2254,2259,2238,2214,2192,2202,2095,2033,,,,,,,
580251,2012,2012,2076,2310,2264,2182,2198,2130,2083,2126,2138,2052,2017,,,,,,,
580251,2013,2007,2068,2152,2183,2216,2238,2114,2180,2145,2130,2028,2006,,,,,,,
580251,2014,2164,2130,2159,2205,2206,2224,2178,2242,2159,2133,2033,1943,,,,,,,
580251,2020,2418,2540,2401,2086,2841,2725,2532,2589,2661,2741,2713,2644,,,,,,,
580251,2018,2256,2430,2575,2544,2508,2544,2573,2525,2477,2532,2462,2389,,,,,,,
580251,2016,2160,2291,2290,2459,2372,2326,2317,2282,2296,2440,2205,2220,,,,,,,
580251,2017,2201,2466,2506,2514,2507,2376,2428,2474,2621,2423,2415,2275,,,,,,,
580251,2015,2049,2125,2218,2236,2303,2316,2313,2303,2238,2241,2168,2194,,,,,,,
580251,2019,2430,2546,2718,2660,2689,2615,2600,2620,2599,2551,2613,2419,,,,,,,
580251,2021,2589,2611,2920,2847,3045,2888,2893,2779,2841,2933,2827,2788,,,,,,,
580261,2011,43329,48485,53090,55488,55052,58072,57425,53338,49448,48820,44876,43837,,,,,,,
580261,2012,44215,46896,55587,56398,56852,58012,59226,52307,51343,49572,45693,44303,,,,,,,
580261,2013,44444,47893,53633,54796,57228,60303,58692,54955,51496,49372,44935,44224,,,,,,,
580261,2014,43598,48231,52890,53790,56990,58984,58592,55783,50667,61000,53000,50000,,,,,,,
580261,2016,46198,50970,54448,57685,59129,60559,60893,55716,53999,54184,48773,47321,,,,,,,
580261,2017,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
580261,2015,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
580285,2011,1434,1495,1489,1538,1478,1496,1433,1509,1559,1706,1493,1440,,,,,,,
580285,2012,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
580285,2013,1430,1430,1430,1430,1397,1404,1299,1402,1477,1623,1458,1432,,,,,,,
580285,2014,1315,1448,1445,1455,1485,1401,1351,1456,1529,1683,1462,1422,,,,,,,
580285,2020,1616,1734,1558,1325,1507,1720,1666,1737,1788,1981,1815,1733,,,,,,,
580285,2018,1496,1685,1684,1754,1674,1598,1568,1714,1749,1923,1666,1619,,,,,,,
580285,2016,1526,1606,1586,1643,1648,1595,1571,1677,1717,1846,1645,1629,,,,,,,
580285,2017,1561,1697,1683,1721,1705,1568,1629,1667,1714,1815,1676,1595,,,,,,,
580285,2015,1422,1483,1491,1499,1513,1422,1415,1518,1610,1727,1530,1525,,,,,,,
580285,2019,1605,1692,1666,1733,1720,1581,1572,1746,1870,1913,1688,1649,,,,,,,
580285,2021,1754,1756,1810,1895,1871,1761,1634,1691,1502,1992,1779,1743,,,,,,,
580330,2011,1222,1317,1498,1505,1435,1606,1597,1381,1349,1444,1301,1250,,,,,,,
580330,2012,1211,1249,1502,1448,1459,1450,1578,1319,1307,1457,1299,1194,,,,,,,
580330,2013,1197,1272,1551,1381,1512,1629,1611,1439,1350,1492,1284,1224,,,,,,,
580330,2014,1182,1288,1475,1454,1514,1643,1659,1438,1406,1565,1336,1296,,,,,,,
580330,2020,1433,1490,1354,1091,1421,1558,1571,1479,1537,1861,1607,1414,,,,,,,
580330,2018,1293,1359,1553,1424,1467,1616,1639,1489,1575,1805,1479,1361,,,,,,,
580330,2016,1299,1359,1481,1490,1504,1572,1562,1394,1420,1640,1403,1342,,,,,,,
580330,2017,1269,1371,1504,1446,1500,1495,1606,1433,1535,1585,1431,1303,,,,,,,
580330,2015,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
580330,2019,1378,1468,1648,1580,1604,1678,1662,1524,1577,1727,1500,1419,,,,,,,
